taxi_id, latitude, longitude, ele, date_time
1368, 39.99205656331904,116.42411648685001,0.0, 0
1368, 39.990205839057396,116.4244012852997,0.0, 0
1368, 39.98796544942183,116.42472911085328,0.0, 0
1368, 39.987920187143686,116.42344630711032,0.0, 0
1368, 39.98774249079248,116.41841157715943,0.0, 0
1368, 39.98773038359874,116.41793958286806,0.0, 0
1368, 39.987727962159994,116.41784011761487,0.0, 0
1368, 39.98771138461779,116.41729399004491,0.0, 0
1368, 39.987690336727134,116.41650515980658,0.0, 0
1368, 39.987686425172235,116.41635987348168,0.0, 0
1368, 39.98765606405562,116.41520726863759,0.0, 0
1368, 39.98764451565544,116.41435231449498,0.0, 0
1368, 39.987623467764784,116.41279979972839,0.0, 0
1368, 39.987570941170404,116.41054488146032,0.0, 0
1368, 39.98736344249614,116.40984769336539,0.0, 0
1368, 39.987229145777874,116.40605087740833,0.0, 0
1368, 39.98719561816444,116.40404294589258,0.0, 0
1368, 39.98729694606283,116.40355567791065,0.0, 0
1368, 39.98728763283687,116.40338766731443,0.0, 0
1368, 39.98728148610774,116.40318072743372,0.0, 0
1368, 39.987330846205296,116.40306598848997,0.0, 0
1368, 39.98765457393947,116.40262882566367,0.0, 0
1368, 39.98812898966958,116.40200428073118,0.0, 0
1368, 39.98847860817191,116.40154960904009,0.0, 0
1368, 39.98867604856214,116.40141717496702,0.0, 0
1368, 39.98888559614611,116.40142313543163,0.0, 0
1368, 39.99081231633154,116.40146653506457,0.0, 0
1368, 39.993468820902756,116.4015263259752,0.0, 0
1368, 39.99347235992862,116.40168558213902,0.0, 0
1368, 39.99371189610016,116.41029137544986,0.0, 0
1368, 39.99371599391958,116.41070674532742,0.0, 0
1368, 39.99368377015778,116.41099489653844,0.0, 0
1368, 39.99271817489083,116.41380004019588,0.0, 0
1368, 39.99229554069703,116.4151538107206,0.0, 0
1368, 39.99216087144973,116.41561407034726,0.0, 0
1368, 39.99213498068158,116.41650199330975,0.0, 0
1368, 39.992163665417515,116.41785390118928,0.0, 0
