219,39.8987502,116.3898158
220,39.8988392,116.3934744
426,39.9019334,116.3857096
28244,39.8990026,116.3867923
225,39.8988597,116.3817888
5836,39.8987474,116.3779918
507,39.9058063,116.3766432
23349,39.9004798,116.3779361
23350,39.9029395,116.3777767
229,39.9024162,116.3816724
227,39.900629,116.3817558
236,39.9067541,116.4053075
15608,39.9096927,116.3192982
23096,39.9098111,116.3285234
2374,39.9585296,116.3475698
21480,39.9638588,116.3471527
21518,39.9671468,116.3473282
2398,39.9665107,116.3467706
2682,39.966728,116.3638695
230,39.9062149,116.315387
3896,39.9062164,116.3150712
7640,39.9062558,116.3107059
24938,39.9096329,116.3227946
622,39.9662639,116.3639092
450,39.9169027,116.3285085
454,39.9170486,116.3388295
26737,39.9170649,116.3472694
23415,39.9222812,116.3501703
19464,39.9277429,116.3499229
445,39.9402934,116.3494139
21508,39.9476852,116.3501458
21536,39.9488665,116.3499378
21515,39.9542929,116.3490214
21478,39.9599117,116.3488127
2371,39.9763171,116.347935
2362,39.983967,116.3474887
2681,39.9744246,116.3636921
2260,39.993712,116.4102914
247,39.9933535,116.3945787
251,39.9920935,116.397173
16211,39.9908431,116.3991379
264,39.9885124,116.394698
252,39.9886984,116.3972082
267,39.9859264,116.3640579
23706,39.9870136,116.4040694
30046,39.9874324,116.4186384
30054,39.9877395,116.4289147
30073,39.9840231,116.4416847
21651,39.9732944,116.4581358
21620,39.9662384,116.4688949
29964,39.9581211,116.4804559
29987,39.9570747,116.4813134
29951,39.9534269,116.4832531
29944,39.9516501,116.4836719
29629,39.940583,116.4839581
31186,39.9329073,116.4839598
29975,39.9319696,116.483962
22111,39.919551,116.2686859
29199,39.9206764,116.2682644
272,39.9476009,116.4020469
273,39.9476591,116.4053914
283,39.9477159,116.4020434
17713,39.9477768,116.4053672
17708,39.9480455,116.4165705
17715,39.948165,116.4165623
525,39.9071643,116.4441203
24108,39.9116127,116.4005774
480,39.9171306,116.4048417
4545,39.9141059,116.4049605
4551,39.9136885,116.3955127
1348,39.9137421,116.3967768
4547,39.9138882,116.4004361
1392,39.9141866,116.4116106
1347,39.9141931,116.4203698
28149,39.955964,116.4478707
21605,39.9553376,116.4485462
21604,39.9560376,116.4487223
21601,39.9567641,116.4487511
21615,39.9580911,116.4501915
21541,39.9591635,116.4511862
21660,39.9566013,116.44782
21659,39.9563266,116.4472
28891,39.9573286,116.4466766
785,39.9574926,116.4468006
21603,39.9569986,116.4475454
21661,39.9566269,116.448104
21676,39.956176,116.4488182
21602,39.9563106,116.4496575
22532,39.9551084,116.4507311
21614,39.9555826,116.4500555
546,39.9812361,116.3882619
281,39.9809118,116.391715
279,39.9809973,116.3944101
542,39.9816984,116.4011781
2262,39.981761,116.4039799
27615,39.9830098,116.399457
27606,39.9820623,116.3995806
27610,39.9820764,116.3892595
27611,39.9844764,116.3902216
27612,39.9860199,116.3946725
17920,39.9472964,116.3677552
6174,39.9474146,116.3677607
24480,39.9475266,116.375946
284,39.9477018,116.3980371
17919,39.9468325,116.3640238
12627,39.9420786,116.3504668
6146,39.9322826,116.4278304
30874,39.9230583,116.4282483
119,39.8974772,116.3912467
23546,39.8982538,116.3934635
291,39.8992743,116.3985895
455,39.9321558,116.4108863
32488,39.932228,116.427141
4191,39.93185,116.4276179
4189,39.9318646,116.4282077
494,39.9322374,116.4286887
4185,39.9327499,116.4281253
4186,39.9327367,116.4275845
276,39.9319029,116.4025943
293,39.9387626,116.3897402
29832,39.9363904,116.4024032
4430,39.9311044,116.3137272
24863,39.9311142,116.3275909
15686,39.9311185,116.3332555
4091,39.9310731,116.3433507
23414,39.9310609,116.3473555
28280,39.9314618,116.3706008
24492,39.9316526,116.3738596
4444,39.9317342,116.3767229
3862,39.9472312,116.3728766
3861,39.9476884,116.3728793
17658,39.9483094,116.3724976
17690,39.9492989,116.3725177
21735,39.9496279,116.3726378
323,39.9477585,116.3875497
325,39.9477155,116.3839776
24632,39.990832,116.309828
16407,39.991455,116.326695
22001,39.9573558,116.3730634
2419,39.9600558,116.3733343
21808,39.9747501,116.37506
21971,39.9858095,116.3674038
268,39.9859732,116.3660573
299,39.93868,116.3968507
305,39.9395643,116.4194138
2449,39.9396016,116.4269228
29839,39.9480266,116.4191892
4181,39.9393624,116.427294
2442,39.9393765,116.4279687
25598,39.9400348,116.4558961
397,39.9324698,116.466617
25814,39.9323044,116.4558406
278,39.9258827,116.4028883
486,39.9399723,116.449288
25803,39.9122122,116.4559674
28887,39.9475327,116.4624869
339,39.9457205,116.4559045
29925,39.9667626,116.468777
4781,39.9706832,116.4731405
29988,39.9486397,116.4835284
386,39.9766775,116.4753841
312,39.9255377,116.4313674
30857,39.9255603,116.4345463
31600,39.925585,116.4375595
30870,39.9255997,116.44425
31172,39.9219408,116.4399335
490,39.9322818,116.4442705
28219,39.9443334,116.4443437
28177,39.9461968,116.4440395
16616,39.9527914,116.4704488
28878,39.951871,116.4676898
28879,39.9510556,116.4651529
22525,39.9480762,116.4558862
28689,39.9469533,116.4493104
32918,39.9586053,116.4597808
25822,39.9425347,116.4559093
126,39.9178844,116.4557131
25597,39.9143716,116.4558919
25800,39.9091455,116.4560984
21585,39.9501227,116.4558787
21670,39.9542789,116.4516582
32399,39.9390847,116.5112294
316,39.9347876,116.4958798
314,39.9329221,116.489314
319,39.9298801,116.4723082
25780,39.9297275,116.4721506
25808,39.9324953,116.4723397
677,39.9299988,116.4785926
318,39.9299446,116.4758619
28775,39.9434456,116.4645223
30859,39.9215777,116.4442578
431,39.9220574,116.4467117
29748,39.9213663,116.4608701
392,39.9142401,116.4856164
4853,39.9142795,116.4819791
4854,39.9142133,116.4786684
29744,39.9142385,116.4755044
29739,39.9143513,116.4719645
29741,39.9146811,116.4664507
25804,39.9152869,116.4634393
25825,39.9428882,116.455687
31179,39.9311798,116.4555012
35093,39.9359967,116.4555178
22542,39.9491327,116.455558
21571,39.9498101,116.4555494
21574,39.9510421,116.455243
21586,39.9503874,116.4556559
21638,39.9505309,116.4556261
25599,39.9511173,116.455406
21639,39.9508908,116.4557236
19217,39.951193,116.4556219
21673,39.951798,116.4547637
15284,39.9451745,116.4513683
321,39.9300219,116.4787335
3436,39.9325092,116.4841774
29636,39.9270513,116.483935
31188,39.9222364,116.483935
4365,39.9211743,116.4839415
15044,39.9395822,116.4837142
29986,39.9329136,116.48375
21678,39.9663912,116.4690363
29967,39.9580328,116.4802879
29985,39.9569791,116.48113
29978,39.9558968,116.4818988
29932,39.9534262,116.483027
21622,39.9675538,116.4607431
21579,39.9750774,116.4688425
21540,39.9676093,116.4605652
21623,39.9680097,116.4612344
31185,39.9319697,116.4837527
29631,39.9270513,116.4837292
29662,39.9222305,116.4836609
31187,39.9211682,116.4836768
342,39.9151322,116.4836967
343,39.9112532,116.4836822
4373,39.9087992,116.4836972
4368,39.9047646,116.4836714
3996,39.887173,116.4836252
28965,39.882798,116.483633
28941,39.8776873,116.48362
3058,39.8724244,116.4830837
3059,39.8721724,116.4830367
3062,39.8659273,116.482033
29008,39.8613807,116.4812927
29018,39.8554411,116.4803328
29021,39.8509959,116.4796188
3029,39.8487252,116.4791517
3027,39.8453233,116.4775095
2063,39.8439902,116.4763178
29051,39.8374928,116.4669483
29052,39.8367818,116.4658383
29063,39.8344898,116.4622121
18313,39.8325259,116.4567484
3560,39.8320399,116.453127
3557,39.8319798,116.4525293
3559,39.8309376,116.4430014
26262,39.830935,116.4396662
26261,39.8309377,116.4357842
26272,39.8309378,116.4302263
26249,39.8309452,116.4273936
26250,39.8309475,116.4268173
26277,39.8309535,116.4095165
32609,39.8309473,116.4089156
26278,39.8309332,116.3987812
26279,39.8307993,116.3924623
18470,39.8293845,116.3229152
350,39.8293786,116.2945688
8815,39.8300064,116.2850693
8813,39.8316871,116.2825624
8814,39.8319837,116.2823323
25026,39.8339064,116.2814395
25027,39.8361164,116.2809838
26271,39.8412135,116.2794884
4349,39.8507429,116.2775403
4345,39.8646227,116.277389
4347,39.8676472,116.2758611
4348,39.8715283,116.2733285
25845,39.8736948,116.2723656
2609,39.874502,116.2720621
29347,39.8817587,116.2693764
29352,39.8837546,116.2686986
29225,39.8901997,116.2681243
26710,39.941276,116.2683467
26545,39.944176,116.2686018
2159,39.9613633,116.269161
2160,39.9662325,116.2687218
2158,39.9677658,116.2692258
5210,39.9722838,116.2762577
5212,39.9762944,116.2821321
26519,39.9804655,116.2862705
26520,39.9807255,116.2865723
26560,39.9835573,116.2936802
2737,39.9659957,116.3280315
22432,39.9850103,116.3354479
2338,39.9853012,116.3439853
2339,39.9855082,116.3508531
24474,39.9850321,116.3476655
21864,39.9853687,116.3505003
21865,39.9854071,116.3519791
3087,39.8971539,116.2681463
3093,39.9085962,116.2681692
3094,39.9097471,116.2681673
3095,39.9148458,116.2687705
22186,39.918004,116.2692013
352,39.9295989,116.269154
29240,39.937503,116.2683048
21646,39.9587701,116.4448781
25569,39.9632541,116.4379987
25579,39.9679973,116.4302365
21941,39.9672159,116.3896753
21960,39.9667114,116.3681082
31171,39.9666733,116.3673815
21861,39.9664657,116.360574
362,39.9663756,116.3436266
25563,39.9663106,116.3371164
25550,39.9661848,116.3253
25551,39.9661402,116.3242434
25559,39.9659968,116.3205757
2386,39.9652645,116.3136765
3234,39.9590459,116.3022226
24958,39.9558482,116.3029863
22293,39.9508756,116.3034311
24965,39.9297231,116.3040841
22104,39.9259855,116.3040481
19696,39.9094065,116.3040922
19695,39.8991451,116.3041436
23057,39.8808828,116.3047005
26889,39.8735061,116.3055321
4317,39.8705807,116.3058422
4343,39.8666242,116.3063279
4341,39.8655843,116.3064393
4323,39.862817,116.3067505
23069,39.8583263,116.3092218
367,39.8542364,116.312964
29578,39.8494872,116.3178803
26870,39.8475658,116.3268121
26880,39.8475308,116.3347757
4243,39.8478403,116.337826
4244,39.8481165,116.3392361
4245,39.8491172,116.3428553
4250,39.8495283,116.3443903
23083,39.8534269,116.3584547
